pickup_location,delivery_location,pickup_datetime,weight,service_type,synthetic_delivery_time_min,route_distance_km_synthetic,model_prediction_min
Perugia,Napoli,2026-01-30 14:34:00,2.5,Express,361.98,295.4,47.21
Salerno,Pescara,2026-08-15 20:08:00,5.82,Express,264.26,203.3,43.41
Salerno,Bari,2026-09-26 08:19:00,8.5,Express,255.9,183.1,46.37
Palermo,Napoli,2026-05-17 16:56:00,1.75,Premium,379.7,313.4,46.09
Firenze,Perugia,2026-05-17 19:58:00,2.14,Express,146.18,117.7,52.8
Palermo,Pescara,2026-08-20 16:15:00,13.81,Express,578.78,487.9,40.57
Sassari,Bologna,2026-04-04 14:54:00,3.21,Express,549.6,475.9,44.29
Verona,Firenze,2026-04-21 12:06:00,10.75,Express,238.72,186.8,47.79
Trapani,Catania,2026-09-01 10:48:00,3.47,Express,277.72,231.2,44.95
Cagliari,Pescara,2026-04-14 14:38:00,3.56,Express,658.57,559.4,47.33
Perugia,Genova,2026-09-11 19:35:00,2.42,Express,372.04,313.2,47.29
Bologna,Perugia,2026-02-14 13:28:00,5.8,Premium,231.2,175.1,49.99
Reggio Calabria,Roma,2026-05-16 08:41:00,7.76,Express,594.8,499.5,42.51
Verona,Salerno,2026-05-14 13:46:00,1.45,Express,689.33,611.8,47.11
Bari,Cagliari,2026-03-25 08:21:00,2.34,Premium,795.82,691.3,45.53
Reggio Calabria,Trapani,2026-09-20 20:06:00,5.69,Express,307.23,272.4,45.24
Trapani,Cagliari,2026-05-12 14:29:00,2.74,Express,386.83,325.7,46.46
Sassari,Ancona,2026-08-28 09:59:00,2.12,Express,608.07,519.8,44.66
Lecce,Ancona,2026-03-01 15:44:00,6.08,Express,601.55,528.9,46.27
Bologna,Catania,2026-04-06 14:31:00,6.49,Express,937.27,837.3,43.28
Trapani,Torino,2026-05-11 14:09:00,2.19,Express,1002.85,881.3,50.51
Trapani,Catania,2026-06-03 15:17:00,3.48,Express,276.38,231.2,44.95
Perugia,Reggio Calabria,2026-03-04 20:00:00,1.29,Express,699.93,620.2,50.04
Verona,Milano,2026-03-27 18:59:00,1.6,Express,176.79,140.4,49.7
Ancona,Reggio Calabria,2026-06-19 10:40:00,3.27,Express,727.7,638.3,53.28
Pescara,Milano,2026-03-18 10:21:00,3.07,Express,605.36,522.1,48.23
Ancona,Cagliari,2026-07-27 20:51:00,1.52,Premium,701.24,611.3,47.78
Trapani,Napoli,2026-05-11 16:01:00,1.82,Express,393.48,348.0,49.74
Reggio Calabria,Perugia,2026-09-22 07:16:00,1.42,Express,706.68,620.2,50.0
Trapani,Palermo,2026-03-06 14:24:00,4.13,Express,113.36,72.6,44.77
Perugia,Firenze,2026-08-19 08:39:00,0.76,Express,160.34,117.7,43.87
Bari,Salerno,2026-05-14 07:25:00,1.48,Express,222.4,183.1,43.88
Ancona,Perugia,2026-01-24 09:35:00,0.81,Express,142.42,107.5,52.1
Genova,Firenze,2026-07-12 10:33:00,4.02,Express,230.66,198.5,49.07
Roma,Milano,2026-02-27 08:06:00,0.85,Express,549.96,476.9,46.18
Cagliari,Bologna,2026-02-07 18:41:00,3.07,Premium,702.32,614.1,50.24
Torino,Trapani,2026-05-26 13:08:00,9.45,Express,1021.23,881.3,46.79
Catania,Salerno,2026-08-03 14:43:00,9.68,Express,428.0,353.6,45.48
Napoli,Firenze,2026-03-12 19:06:00,0.85,Express,484.22,408.7,51.01
Catania,Reggio Calabria,2026-06-20 18:43:00,3.7,Express,125.61,82.9,52.98
Napoli,Reggio Calabria,2026-01-04 18:29:00,1.5,Express,393.84,326.9,57.17
Napoli,Pescara,2026-02-20 09:44:00,1.3,Express,221.6,179.1,49.83
Ancona,Bari,2026-07-26 17:25:00,2.77,Premium,467.47,391.1,49.48
Perugia,Torino,2026-01-04 20:56:00,7.09,Express,501.06,433.9,47.8
Salerno,Verona,2026-04-08 07:06:00,4.56,Express,727.68,611.8,43.23
Trapani,Verona,2026-05-19 19:09:00,1.82,Express,968.69,835.0,44.94
Genova,Verona,2026-01-19 19:07:00,4.91,Express,257.64,198.5,47.64
Torino,Trapani,2026-09-25 18:46:00,0.62,Premium,1028.83,881.3,47.61
Torino,Roma,2026-05-19 12:33:00,1.77,Express,613.36,524.1,44.46
Verona,Bari,2026-04-03 09:47:00,1.69,Express,767.72,675.9,50.07
Lecce,Napoli,2026-09-24 17:14:00,3.17,Premium,408.52,333.9,48.65
Torino,Catania,2026-06-02 15:43:00,2.6,Express,1178.09,1042.5,45.44
Perugia,Catania,2026-07-05 17:10:00,2.72,Express,772.24,663.3,42.48
Bari,Sassari,2026-01-25 10:34:00,2.65,Express,791.67,699.2,45.3
Firenze,Sassari,2026-02-13 09:29:00,3.05,Express,480.52,404.0,48.25
Reggio Calabria,Palermo,2026-01-13 19:37:00,4.38,Express,252.56,200.3,43.51
Cagliari,Roma,2026-05-21 14:12:00,3.33,Premium,496.98,412.6,46.63
Milano,Bologna,2026-08-17 18:55:00,2.46,Premium,247.12,200.6,47.24
Salerno,Catania,2026-09-04 19:57:00,3.97,Express,422.53,353.6,43.33
Bologna,Torino,2026-06-06 13:25:00,5.35,Premium,337.58,295.2,49.29
Napoli,Bologna,2026-01-15 10:40:00,2.03,Premium,538.25,470.2,52.69
Catania,Palermo,2026-06-20 19:32:00,2.88,Express,217.4,166.4,45.36
Palermo,Napoli,2026-06-24 17:00:00,6.77,Premium,396.78,313.4,45.88
Catania,Roma,2026-06-13 16:19:00,1.39,Express,607.51,536.0,44.57
Verona,Sassari,2026-07-16 20:24:00,10.61,Express,664.93,559.6,48.19
Bari,Salerno,2026-06-02 10:26:00,1.17,Express,234.79,183.1,43.89
Verona,Reggio Calabria,2026-07-12 12:02:00,2.36,Express,1017.65,901.6,54.32
Salerno,Lecce,2026-05-13 07:32:00,1.54,Premium,349.74,289.7,45.53
Torino,Pescara,2026-02-10 12:25:00,13.88,Express,697.14,598.4,45.12
Torino,Verona,2026-01-22 13:15:00,2.11,Premium,323.04,261.5,45.84
Cagliari,Pescara,2026-09-05 13:20:00,2.11,Express,625.78,559.4,47.39
Trapani,Napoli,2026-05-01 09:06:00,2.31,Express,436.06,348.0,49.72
Perugia,Firenze,2026-03-29 18:19:00,3.21,Express,172.01,117.7,43.77
Verona,Palermo,2026-03-22 13:50:00,2.38,Express,934.83,837.2,46.67
Torino,Lecce,2026-01-15 13:08:00,2.73,Express,1126.78,1003.1,47.07
Perugia,Pescara,2026-09-16 19:05:00,0.25,Express,216.11,165.2,42.74
Lecce,Ancona,2026-01-23 13:48:00,3.12,Express,604.98,528.9,46.4
Bologna,Cagliari,2026-03-01 19:29:00,3.04,Express,717.34,614.1,44.9
Bologna,Salerno,2026-05-05 10:06:00,6.21,Express,586.34,508.2,43.54
Lecce,Bari,2026-04-08 18:54:00,7.5,Express,208.97,139.0,46.52
Sassari,Milano,2026-01-11 20:50:00,2.63,Express,604.17,528.4,44.56
Palermo,Milano,2026-03-31 17:30:00,5.31,Express,1044.67,886.0,43.61
Napoli,Milano,2026-08-01 19:29:00,1.39,Premium,770.57,657.4,52.97
Catania,Salerno,2026-03-10 17:21:00,5.13,Express,415.05,353.6,45.67
Perugia,Catania,2026-08-25 15:24:00,2.01,Premium,783.93,663.3,42.96
Pescara,Salerno,2026-04-09 17:41:00,1.31,Express,266.88,203.3,45.7
Verona,Catania,2026-01-04 20:26:00,2.63,Express,1071.06,945.3,46.81
Roma,Lecce,2026-01-30 15:28:00,8.0,Premium,602.69,505.1,45.14
Pescara,Perugia,2026-08-10 16:37:00,3.41,Premium,199.75,165.2,52.05
Trapani,Torino,2026-04-21 08:06:00,8.55,Express,1002.02,881.3,50.24
Milano,Catania,2026-09-25 20:25:00,1.78,Express,1141.3,1010.7,44.22
Trapani,Perugia,2026-08-04 17:53:00,6.25,Express,680.19,566.1,51.06
Lecce,Bari,2026-01-09 09:15:00,1.9,Express,189.28,139.0,46.76
Bologna,Bari,2026-03-27 11:03:00,3.51,Premium,696.72,586.2,47.09
Milano,Salerno,2026-07-17 10:09:00,3.49,Express,810.19,698.2,44.39
Bologna,Roma,2026-01-18 11:28:00,4.77,Express,356.97,302.9,42.34
Bologna,Lecce,2026-09-30 19:23:00,3.58,Express,850.74,725.0,45.04
Torino,Pescara,2026-02-15 13:29:00,1.79,Express,695.76,598.4,45.62
Salerno,Lecce,2026-08-06 12:52:00,5.56,Express,345.46,289.7,44.9
Catania,Firenze,2026-08-18 17:54:00,10.08,Express,893.83,767.6,46.53
Sassari,Milano,2026-05-18 12:11:00,1.99,Premium,614.53,528.4,45.05
Bari,Genova,2026-08-08 19:24:00,0.83,Express,828.57,743.8,48.46
Firenze,Sassari,2026-08-30 17:33:00,4.26,Express,483.12,404.0,48.2
Roma,Milano,2026-07-20 10:35:00,2.38,Express,556.69,476.9,46.12
Genova,Catania,2026-07-13 15:49:00,2.74,Express,1048.99,924.7,47.81
Roma,Palermo,2026-04-17 13:45:00,4.43,Express,500.14,426.6,43.03
Torino,Salerno,2026-03-21 11:49:00,2.18,Express,854.97,755.2,45.7
Bari,Firenze,2026-08-25 19:41:00,2.49,Premium,626.6,547.1,45.36
Ancona,Trapani,2026-03-03 12:34:00,2.8,Premium,741.73,628.1,47.89
Trapani,Napoli,2026-04-24 08:38:00,8.39,Premium,430.54,348.0,49.92
Palermo,Reggio Calabria,2026-05-20 12:43:00,3.06,Premium,244.01,200.3,48.82
Palermo,Verona,2026-04-17 14:14:00,1.26,Express,961.72,837.2,40.85
Napoli,Milano,2026-04-12 08:46:00,1.3,Express,767.19,657.4,52.52
Milano,Cagliari,2026-06-13 17:23:00,3.31,Express,803.67,693.9,45.63
Reggio Calabria,Roma,2026-03-31 10:12:00,1.36,Premium,587.73,499.5,43.23
Perugia,Ancona,2026-09-27 08:17:00,1.01,Express,134.43,107.5,45.47
Cagliari,Napoli,2026-02-18 14:31:00,4.68,Express,549.26,474.3,51.84
Pescara,Verona,2026-04-17 09:15:00,4.84,Express,514.59,419.7,45.23
Reggio Calabria,Milano,2026-08-19 17:56:00,2.32,Express,1109.6,976.4,46.59
Bologna,Reggio Calabria,2026-05-10 07:57:00,3.68,Express,892.16,795.3,50.9
Lecce,Palermo,2026-07-12 12:52:00,3.42,Express,555.25,482.7,43.31
Salerno,Catania,2026-06-26 07:43:00,4.57,Express,416.73,353.6,43.3
Pescara,Genova,2026-04-01 12:22:00,4.58,Express,560.65,478.2,50.12
Bologna,Palermo,2026-07-23 20:03:00,0.48,Premium,818.9,728.1,43.83
Ancona,Bologna,2026-03-06 16:06:00,2.54,Express,215.71,199.3,48.4
Perugia,Milano,2026-07-24 14:29:00,4.31,Express,437.08,364.9,45.26
Napoli,Milano,2026-02-04 09:12:00,2.25,Express,751.0,657.4,52.48
Verona,Sassari,2026-07-09 11:22:00,3.08,Express,636.3,559.6,48.5
Palermo,Bologna,2026-01-31 12:19:00,5.07,Premium,814.73,728.1,43.82
Trapani,Sassari,2026-08-26 15:06:00,3.17,Express,537.43,455.8,46.67
Catania,Milano,2026-06-20 09:54:00,8.62,Premium,1171.48,1010.7,48.58
Milano,Reggio Calabria,2026-01-12 20:59:00,6.6,Express,1113.89,976.4,51.52
Bologna,Perugia,2026-01-30 16:07:00,2.76,Express,217.69,175.1,49.65
Perugia,Firenze,2026-02-21 11:21:00,2.61,Premium,134.11,117.7,44.26
Cagliari,Trapani,2026-09-20 08:34:00,0.41,Express,377.63,325.7,48.94
Napoli,Catania,2026-06-10 15:19:00,2.39,Premium,442.12,378.1,50.09
Genova,Ancona,2026-03-18 13:16:00,1.16,Express,429.54,377.4,50.79
Cagliari,Salerno,2026-03-17 16:26:00,3.5,Express,583.13,508.1,47.42
Bari,Pescara,2026-01-08 15:20:00,3.34,Express,319.17,266.1,43.71
Palermo,Torino,2026-02-25 15:57:00,4.88,Express,1038.65,904.7,46.28
Trapani,Napoli,2026-08-22 18:40:00,7.97,Premium,415.79,348.0,49.94
Cagliari,Ancona,2026-06-13 14:21:00,2.95,Express,696.6,611.3,50.11
Milano,Ancona,2026-04-11 17:08:00,14.8,Express,498.15,399.5,46.59
Catania,Milano,2026-01-06 12:01:00,3.53,Express,1135.1,1010.7,48.33
Sassari,Catania,2026-04-04 20:12:00,1.2,Express,754.2,667.2,41.78
Milano,Trapani,2026-04-15 12:42:00,2.02,Express,993.16,872.5,45.84
Verona,Bologna,2026-02-02 16:31:00,2.31,Premium,147.87,109.2,49.87
Catania,Torino,2026-06-15 20:58:00,4.54,Express,1187.91,1042.5,50.95
Bari,Catania,2026-06-30 11:53:00,1.55,Express,496.61,429.6,43.63
Perugia,Bologna,2026-09-30 08:25:00,2.44,Express,223.05,175.1,45.08
Reggio Calabria,Firenze,2026-04-08 10:14:00,2.68,Express,818.95,729.6,45.05
Verona,Bologna,2026-03-17 10:24:00,2.19,Express,143.05,109.2,49.42
Torino,Milano,2026-08-13 07:47:00,5.29,Express,163.98,125.1,48.17
Torino,Genova,2026-04-06 14:36:00,4.7,Express,149.1,122.4,50.14
Pescara,Palermo,2026-06-22 10:53:00,6.79,Premium,581.15,487.9,45.53
Lecce,Palermo,2026-07-21 08:21:00,2.38,Express,580.58,482.7,43.36
Milano,Ancona,2026-08-29 08:54:00,6.96,Express,472.68,399.5,46.92
Bologna,Ancona,2026-03-28 10:49:00,1.15,Premium,235.85,199.3,46.87
Milano,Cagliari,2026-06-19 12:10:00,1.14,Premium,788.05,693.9,46.18
Lecce,Cagliari,2026-02-05 20:38:00,1.28,Premium,878.22,783.1,45.49
Ancona,Bari,2026-08-01 16:50:00,3.02,Express,472.14,391.1,49.01
Catania,Genova,2026-01-13 17:00:00,6.96,Premium,1068.39,924.7,50.6
Palermo,Bologna,2026-07-10 16:41:00,1.97,Premium,826.33,728.1,43.95
Lecce,Genova,2026-02-27 18:14:00,2.15,Premium,1007.27,882.3,48.77
Verona,Genova,2026-05-07 11:27:00,2.58,Express,236.59,198.5,51.61
Napoli,Verona,2026-01-21 08:23:00,4.48,Premium,674.17,575.5,49.92
Verona,Palermo,2026-07-08 14:07:00,2.15,Express,963.86,837.2,46.68
Reggio Calabria,Genova,2026-05-12 07:01:00,2.07,Premium,1010.56,897.2,49.01
Ancona,Catania,2026-07-01 10:02:00,1.17,Express,771.46,692.2,45.86
Catania,Milano,2026-04-05 17:32:00,2.01,Premium,1163.58,1010.7,48.85
Roma,Ancona,2026-01-02 14:02:00,6.84,Premium,263.96,208.6,46.46
Palermo,Napoli,2026-06-08 16:40:00,3.2,Express,366.84,313.4,45.57
Genova,Trapani,2026-07-10 14:08:00,1.79,Express,881.87,771.8,49.48
Palermo,Lecce,2026-07-01 14:35:00,7.13,Express,564.4,482.7,42.33
Trapani,Bologna,2026-03-13 11:13:00,1.99,Premium,832.59,726.4,48.06
Lecce,Roma,2026-07-15 10:03:00,8.11,Express,575.34,505.1,42.26
Ancona,Bologna,2026-05-28 10:37:00,8.01,Premium,239.73,199.3,48.63
Genova,Cagliari,2026-02-27 18:10:00,3.12,Premium,674.14,577.3,49.72
Trapani,Bologna,2026-01-31 20:42:00,1.05,Express,810.81,726.4,47.64
Salerno,Torino,2026-03-30 08:08:00,14.9,Express,892.18,755.2,48.38
Sassari,Verona,2026-01-07 14:31:00,3.93,Express,625.69,559.6,41.59
Trapani,Perugia,2026-07-15 13:35:00,2.39,Premium,651.14,566.1,51.67
Bologna,Pescara,2026-01-05 14:52:00,5.86,Express,382.34,323.4,43.46
Firenze,Pescara,2026-01-14 10:15:00,4.9,Premium,342.11,280.9,47.08
Bari,Pescara,2026-02-13 07:06:00,7.51,Premium,333.95,266.1,44.0
Ancona,Palermo,2026-03-31 09:50:00,1.89,Express,707.26,611.7,45.68
Sassari,Verona,2026-01-06 09:32:00,3.75,Premium,655.73,559.6,42.05
Trapani,Roma,2026-06-21 07:43:00,1.31,Express,506.8,431.4,44.03
Cagliari,Bari,2026-02-06 11:59:00,4.78,Express,788.05,691.3,50.35
Roma,Lecce,2026-08-08 16:34:00,2.95,Express,592.84,505.1,44.89
Palermo,Verona,2026-06-02 20:31:00,3.65,Express,948.48,837.2,40.75
Bari,Milano,2026-01-23 16:12:00,2.71,Express,893.61,786.3,46.43
Trapani,Catania,2026-04-20 09:27:00,2.52,Express,287.29,231.2,44.99
Torino,Bari,2026-02-08 12:04:00,1.63,Express,978.19,864.4,48.7
Perugia,Pescara,2026-09-25 11:14:00,5.22,Express,203.16,165.2,42.53
Roma,Perugia,2026-06-11 09:58:00,8.51,Express,191.56,134.8,49.24
Lecce,Milano,2026-08-09 20:51:00,2.03,Express,1059.38,925.2,46.37
Salerno,Bologna,2026-04-13 16:10:00,4.42,Premium,604.74,508.2,46.36
Milano,Lecce,2026-02-10 13:44:00,4.06,Express,1060.67,925.2,45.76
Verona,Milano,2026-03-06 13:06:00,3.02,Express,163.14,140.4,49.64
Bari,Trapani,2026-04-24 11:27:00,1.03,Premium,575.41,506.4,45.74
Cagliari,Genova,2026-07-30 12:50:00,1.21,Premium,668.45,577.3,52.52
Verona,Bologna,2026-04-28 15:52:00,1.74,Express,147.61,109.2,49.44
Firenze,Milano,2026-09-11 19:59:00,0.67,Premium,307.24,248.8,49.94
Genova,Verona,2026-04-09 13:56:00,8.04,Express,241.68,198.5,47.51
Salerno,Napoli,2026-03-05 09:35:00,3.88,Premium,106.04,46.2,48.51
Cagliari,Lecce,2026-05-16 20:24:00,2.94,Express,894.36,783.1,48.84
Palermo,Reggio Calabria,2026-01-31 11:24:00,0.65,Express,247.15,200.3,48.46
Firenze,Pescara,2026-07-02 08:09:00,0.84,Express,337.01,280.9,46.79
Cagliari,Firenze,2026-01-28 14:37:00,3.0,Premium,617.95,536.1,48.97
Verona,Sassari,2026-06-24 18:04:00,11.92,Express,677.15,559.6,48.13
Cagliari,Perugia,2026-04-15 10:36:00,1.84,Express,584.78,511.8,53.46
Bari,Palermo,2026-04-08 10:54:00,5.49,Express,517.0,449.0,43.32
Reggio Calabria,Milano,2026-06-16 11:02:00,2.14,Premium,1101.97,976.4,47.06
Torino,Trapani,2026-07-12 18:17:00,3.12,Express,1003.81,881.3,47.05
Bologna,Lecce,2026-09-11 20:24:00,7.02,Express,840.82,725.0,44.9
Roma,Perugia,2026-03-21 18:52:00,2.35,Express,163.26,134.8,49.49
Palermo,Pescara,2026-08-10 10:09:00,1.85,Premium,574.21,487.9,41.52
Sassari,Roma,2026-08-17 18:53:00,8.1,Express,426.18,353.8,40.48
Bologna,Torino,2026-09-29 11:20:00,3.1,Premium,353.54,295.2,49.38
Verona,Bologna,2026-09-21 19:08:00,6.44,Express,157.49,109.2,49.24
Pescara,Palermo,2026-08-04 20:52:00,1.86,Express,558.73,487.9,45.28
Sassari,Palermo,2026-03-22 17:03:00,8.03,Express,594.24,504.1,41.34
Lecce,Cagliari,2026-07-09 20:22:00,3.63,Express,887.09,783.1,44.93
Trapani,Reggio Calabria,2026-08-03 08:59:00,4.07,Express,331.1,272.4,52.43
Pescara,Bologna,2026-03-21 16:10:00,3.29,Express,390.41,323.4,47.97
Bologna,Napoli,2026-08-11 07:43:00,2.11,Premium,548.91,470.2,48.64
Trapani,Genova,2026-07-11 16:07:00,3.0,Express,873.83,771.8,49.77
Salerno,Cagliari,2026-05-14 11:46:00,2.2,Express,577.44,508.1,44.88
Genova,Sassari,2026-08-24 20:34:00,5.87,Express,476.63,410.3,49.39
Palermo,Catania,2026-01-24 13:55:00,2.6,Express,195.39,166.4,40.87
Lecce,Firenze,2026-07-06 17:40:00,1.05,Express,799.35,685.9,44.88
Palermo,Torino,2026-08-03 11:14:00,0.93,Express,1015.12,904.7,46.45
Verona,Torino,2026-01-12 08:02:00,0.9,Express,297.5,261.5,52.38
Torino,Ancona,2026-04-22 17:23:00,4.62,Express,580.74,490.7,48.27
Catania,Firenze,2026-05-22 10:06:00,1.34,Premium,875.07,767.6,47.35
Verona,Roma,2026-02-26 17:06:00,3.7,Express,485.38,411.9,45.76
Milano,Salerno,2026-08-29 13:30:00,3.3,Premium,809.81,698.2,44.86
Roma,Verona,2026-06-21 20:36:00,2.87,Express,447.66,411.9,43.17
Salerno,Perugia,2026-03-17 11:56:00,4.08,Premium,416.39,334.4,50.0
Napoli,Ancona,2026-04-30 12:36:00,3.35,Express,380.61,314.1,52.51
Napoli,Torino,2026-01-31 17:22:00,0.45,Express,809.99,711.5,55.21
Napoli,Cagliari,2026-01-24 18:00:00,2.39,Premium,558.12,474.3,51.56
Torino,Bologna,2026-07-23 08:45:00,4.04,Express,367.09,295.2,47.97
Lecce,Reggio Calabria,2026-09-26 17:22:00,9.46,Express,411.56,330.4,50.72
Firenze,Pescara,2026-03-17 13:52:00,9.77,Premium,343.48,280.9,46.88
Lecce,Bari,2026-03-08 20:50:00,1.16,Express,153.04,139.0,46.79
Cagliari,Roma,2026-07-06 15:50:00,2.35,Express,499.16,412.6,46.21
Lecce,Perugia,2026-05-20 17:49:00,1.0,Express,671.53,569.2,49.79
Bologna,Firenze,2026-02-08 11:48:00,8.69,Express,116.92,80.4,44.5
Bari,Reggio Calabria,2026-07-02 10:58:00,6.1,Premium,423.49,350.6,51.4
Roma,Milano,2026-02-27 17:59:00,3.83,Express,569.88,476.9,46.06
Bari,Perugia,2026-02-01 07:12:00,3.37,Express,503.94,430.6,49.78
Perugia,Napoli,2026-05-07 15:07:00,7.89,Express,335.25,295.4,46.98
Salerno,Lecce,2026-07-21 20:33:00,7.0,Premium,351.91,289.7,45.3
Roma,Genova,2026-05-23 20:52:00,6.75,Premium,472.37,402.1,48.34
Milano,Reggio Calabria,2026-06-26 17:01:00,4.13,Express,1117.47,976.4,51.62
Cagliari,Palermo,2026-03-06 13:57:00,2.35,Premium,465.17,387.8,47.53
Trapani,Perugia,2026-05-15 18:22:00,5.13,Express,646.82,566.1,51.1
Sassari,Perugia,2026-07-14 07:12:00,5.31,Premium,476.12,412.8,48.28
Pescara,Catania,2026-05-25 18:06:00,2.63,Express,642.34,555.5,45.4
Bari,Trapani,2026-03-07 09:39:00,2.35,Express,592.73,506.4,45.23
Ancona,Perugia,2026-09-18 17:18:00,6.63,Express,165.73,107.5,51.86
Genova,Roma,2026-01-19 11:52:00,9.62,Premium,500.54,402.1,46.97
Cagliari,Torino,2026-09-06 17:31:00,1.78,Premium,766.31,661.1,53.21
Torino,Trapani,2026-07-17 15:26:00,2.49,Express,1007.28,881.3,47.07
Catania,Reggio Calabria,2026-01-31 20:00:00,3.84,Express,117.97,82.9,52.98
Firenze,Salerno,2026-03-11 18:01:00,4.22,Express,539.11,449.4,46.74
Verona,Napoli,2026-04-11 19:47:00,2.08,Express,667.28,575.5,51.55
Sassari,Roma,2026-09-19 09:07:00,11.21,Express,430.93,353.8,40.35
Catania,Genova,2026-05-22 12:18:00,4.03,Express,1038.83,924.7,50.26
Lecce,Roma,2026-03-12 13:07:00,4.35,Express,572.44,505.1,42.42
Palermo,Bari,2026-09-09 07:26:00,10.28,Express,533.76,449.0,43.78
Reggio Calabria,Trapani,2026-02-02 07:19:00,2.19,Premium,328.45,272.4,45.84
Trapani,Catania,2026-08-11 07:32:00,2.82,Express,272.97,231.2,44.98
Torino,Reggio Calabria,2026-08-15 17:44:00,1.25,Express,1163.94,1017.4,52.99
Verona,Ancona,2026-04-16 13:15:00,2.66,Express,334.52,284.9,49.72
Ancona,Cagliari,2026-01-12 17:31:00,1.06,Express,699.72,611.3,47.34
Catania,Verona,2026-08-30 18:41:00,5.06,Express,1080.24,945.3,45.35
Perugia,Sassari,2026-09-22 07:30:00,4.03,Premium,495.9,412.8,44.59
Ancona,Catania,2026-04-14 18:51:00,2.47,Express,790.56,692.2,45.81
Lecce,Bologna,2026-02-20 10:09:00,2.8,Express,827.83,725.0,46.08
Cagliari,Sassari,2026-03-16 12:39:00,5.11,Premium,224.06,174.6,49.28
Trapani,Verona,2026-02-07 20:28:00,1.35,Express,935.18,835.0,44.96
Bari,Cagliari,2026-06-16 11:13:00,3.46,Express,786.34,691.3,45.03
Bologna,Reggio Calabria,2026-05-22 20:09:00,4.9,Premium,898.26,795.3,51.31
Cagliari,Firenze,2026-04-08 14:05:00,0.86,Express,614.04,536.1,48.6
Bologna,Roma,2026-06-27 07:11:00,4.85,Express,343.24,302.9,42.34
Perugia,Milano,2026-06-19 18:39:00,0.93,Premium,452.52,364.9,45.86
Lecce,Bologna,2026-01-04 07:37:00,2.76,Premium,828.76,725.0,46.54
Trapani,Genova,2026-04-22 15:54:00,1.33,Express,869.86,771.8,49.84
Firenze,Palermo,2026-08-24 13:25:00,8.17,Express,765.09,652.7,46.18
Palermo,Salerno,2026-08-06 08:57:00,1.33,Express,363.41,309.4,41.18
Reggio Calabria,Ancona,2026-08-22 14:12:00,0.95,Express,716.13,638.3,46.72
Pescara,Verona,2026-09-18 12:04:00,3.29,Express,469.02,419.7,45.3
Salerno,Pescara,2026-01-17 08:22:00,2.25,Express,267.4,203.3,43.55
Catania,Torino,2026-03-15 14:46:00,1.05,Express,1191.66,1042.5,51.09
Palermo,Trapani,2026-05-06 07:36:00,4.33,Express,86.47,72.6,42.44
Sassari,Cagliari,2026-05-20 14:32:00,0.74,Express,202.9,174.6,43.27
Torino,Bari,2026-08-03 10:09:00,1.45,Express,979.3,864.4,48.71
Pescara,Salerno,2026-07-17 18:37:00,2.01,Express,251.78,203.3,45.68
Reggio Calabria,Cagliari,2026-07-12 20:18:00,5.26,Premium,672.12,580.1,45.56
Torino,Bologna,2026-02-13 20:03:00,7.43,Express,353.96,295.2,47.83
Pescara,Napoli,2026-07-04 20:07:00,6.49,Express,225.8,179.1,49.96
Trapani,Bari,2026-08-06 08:24:00,2.69,Premium,592.09,506.4,48.67
Bologna,Salerno,2026-07-25 14:08:00,0.55,Express,580.37,508.2,43.77
Genova,Palermo,2026-06-09 10:08:00,3.94,Express,889.72,791.1,47.6
Bologna,Cagliari,2026-01-25 08:21:00,8.4,Express,715.81,614.1,44.68
Bari,Genova,2026-02-10 12:29:00,7.12,Premium,842.75,743.8,48.65
Napoli,Reggio Calabria,2026-07-22 13:00:00,4.15,Express,381.37,326.9,57.06
Catania,Cagliari,2026-08-26 11:08:00,1.3,Premium,634.78,554.0,47.51
Milano,Palermo,2026-08-14 08:35:00,2.08,Express,1025.05,886.0,44.05
Milano,Ancona,2026-04-27 12:42:00,11.61,Express,476.66,399.5,46.73
Pescara,Genova,2026-06-10 09:10:00,1.11,Express,562.19,478.2,50.26
Trapani,Catania,2026-02-18 07:34:00,1.34,Premium,281.68,231.2,45.5
Sassari,Reggio Calabria,2026-06-11 13:19:00,5.8,Express,753.22,674.8,49.09
Lecce,Trapani,2026-02-23 07:55:00,2.22,Express,610.38,549.9,45.15
Genova,Bologna,2026-08-06 20:31:00,1.31,Express,227.56,191.5,50.46
Salerno,Torino,2026-08-03 18:44:00,8.74,Express,883.03,755.2,48.63
Bologna,Reggio Calabria,2026-01-14 19:57:00,4.14,Express,915.49,795.3,50.88
Palermo,Verona,2026-09-13 08:26:00,2.3,Express,950.06,837.2,40.81
Milano,Trapani,2026-08-06 13:30:00,1.35,Express,985.09,872.5,45.87
Cagliari,Bologna,2026-04-14 18:32:00,12.58,Premium,732.93,614.1,49.85
Pescara,Roma,2026-05-04 15:03:00,2.95,Express,199.38,154.0,44.38
Genova,Perugia,2026-01-22 11:17:00,7.98,Premium,390.18,313.2,54.27
Cagliari,Bologna,2026-09-13 18:38:00,5.61,Express,710.21,614.1,49.68
Reggio Calabria,Firenze,2026-01-28 11:19:00,2.08,Express,829.27,729.6,45.07
Cagliari,Trapani,2026-09-09 20:38:00,2.09,Premium,390.76,325.7,49.32
Reggio Calabria,Palermo,2026-06-28 08:24:00,8.26,Premium,271.24,200.3,43.8
Cagliari,Genova,2026-09-08 16:53:00,8.35,Express,686.51,577.3,51.77
